,T2D_1,T2D_2,T2D_3,T2D_4,T2D_5,HV_1,HV_2,HV_3,HV_4,HV_5
ACTBP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP8,8.0,0.0,19.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
ACTBP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTE1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1,14830.0,8774.0,12437.0,13940.0,11302.0,21240.0,21699.0,22796.0,13125.0,12555.0
ACTG1P1,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ACTG1P10,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0
ACTG1P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P14,2.0,2.0,2.0,8.0,2.0,1.0,0.0,3.0,0.0,2.0
ACTG1P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P17,6.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0
ACTG1P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P20,14.0,4.0,1.0,8.0,6.0,12.0,1.0,0.0,0.0,8.0
ACTG1P21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P25,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ACTG1P3,6.0,3.0,2.0,9.0,6.0,2.0,18.0,0.0,0.0,0.0
ACTG1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P9,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0
ACTG2,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0
ACTL11P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL6A,32.0,25.0,31.0,32.0,62.0,91.0,31.0,7.0,2.0,21.0
ACTL6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL7B,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTMAP,44.0,24.0,36.0,28.0,79.0,103.0,111.0,34.0,30.0,63.0
ACTN1,2199.0,1584.0,1212.0,1300.0,1074.0,5398.0,4556.0,1408.0,300.0,2336.0
ACTN1-DT,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ACTN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN3,1.0,6.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0
ACTN4,1312.0,768.0,991.0,1049.0,1103.0,3868.0,3685.0,735.0,155.0,2289.0
ACTN4P1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ACTN4P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR10,262.0,180.0,139.0,247.0,211.0,386.0,140.0,71.0,13.0,81.0
ACTR1A,1056.0,746.0,543.0,883.0,756.0,1210.0,735.0,706.0,310.0,499.0
ACTR1AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR1B,709.0,386.0,403.0,514.0,715.0,809.0,626.0,487.0,390.0,355.0
ACTR2,2735.0,3296.0,2098.0,2854.0,3417.0,9748.0,4240.0,311.0,74.0,1414.0
ACTR3,2332.0,1763.0,1634.0,1672.0,2144.0,5357.0,1870.0,171.0,41.0,646.0
ACTR3-AS1,10.0,2.0,0.0,2.0,3.0,7.0,2.0,0.0,0.0,7.0
ACTR3B,39.0,16.0,45.0,28.0,34.0,48.0,28.0,19.0,11.0,27.0
ACTR3BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3C,14.0,5.0,2.0,3.0,4.0,10.0,4.0,1.0,0.0,2.0
ACTR3P2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ACTR3P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR5,132.0,77.0,64.0,101.0,132.0,150.0,62.0,22.0,13.0,38.0
ACTR6,93.0,87.0,57.0,94.0,140.0,192.0,22.0,1.0,0.0,11.0
ACTR6P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR8,130.0,79.0,48.0,86.0,135.0,179.0,53.0,7.0,5.0,33.0
ACTRT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
ACVR1,68.0,26.0,56.0,72.0,114.0,159.0,80.0,7.0,1.0,43.0
ACVR1B,245.0,231.0,77.0,418.0,262.0,180.0,169.0,72.0,22.0,82.0
ACVR1C,15.0,27.0,11.0,22.0,36.0,25.0,12.0,0.0,0.0,5.0
ACVR2A,26.0,12.0,12.0,12.0,70.0,56.0,13.0,0.0,0.0,6.0
ACVR2B,9.0,17.0,8.0,12.0,30.0,59.0,27.0,2.0,1.0,20.0
ACVR2B-AS1,0.0,3.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0
ACVRL1,10.0,12.0,3.0,6.0,10.0,7.0,9.0,47.0,5.0,17.0
ACY1,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0
ACY3,4.0,3.0,4.0,2.0,3.0,5.0,3.0,9.0,2.0,3.0
ACYP1,26.0,1.0,27.0,9.0,37.0,45.0,8.0,2.0,1.0,10.0
ACYP2,86.0,38.0,60.0,52.0,78.0,89.0,24.0,32.0,17.0,21.0
ADA,150.0,111.0,109.0,125.0,250.0,157.0,133.0,219.0,136.0,100.0
ADA2,943.0,433.0,538.0,690.0,1762.0,2319.0,2566.0,2370.0,613.0,1474.0
ADAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAD1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAD1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAD2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ADAL,10.0,5.0,11.0,6.0,24.0,18.0,5.0,2.0,0.0,0.0
ADAM10,426.0,284.0,308.0,405.0,645.0,2001.0,1043.0,50.0,24.0,332.0
ADAM11,0.0,1.0,1.0,7.0,3.0,3.0,2.0,3.0,0.0,0.0
ADAM12,10.0,1.0,6.0,7.0,4.0,4.0,22.0,0.0,0.0,11.0
ADAM15,712.0,372.0,356.0,348.0,658.0,598.0,585.0,1123.0,458.0,336.0
ADAM17,352.0,340.0,151.0,376.0,384.0,436.0,251.0,8.0,2.0,74.0
ADAM18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM19,597.0,536.0,287.0,463.0,771.0,1032.0,783.0,189.0,110.0,281.0
ADAM1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM1B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM20,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM20P1,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
ADAM20P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM20P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM21P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM22,13.0,9.0,11.0,15.0,21.0,24.0,25.0,0.0,2.0,4.0
ADAM23,19.0,19.0,6.0,2.0,36.0,30.0,8.0,0.0,0.0,10.0
ADAM24P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM28,175.0,67.0,67.0,226.0,218.0,212.0,128.0,3.0,0.0,31.0
ADAM29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM33,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
ADAM3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM7-AS1,5.0,1.0,1.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0
ADAM7-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM8,5229.0,4227.0,2683.0,2348.0,3437.0,8420.0,8692.0,9364.0,4642.0,4199.0
ADAM9,90.0,74.0,52.0,150.0,138.0,140.0,126.0,7.0,1.0,37.0
ADAMDEC1,0.0,4.0,0.0,3.0,2.0,8.0,1.0,0.0,0.0,0.0
ADAMTS1,2.0,3.0,5.0,1.0,1.0,13.0,4.0,0.0,0.0,0.0
ADAMTS10,100.0,60.0,55.0,116.0,127.0,279.0,78.0,39.0,29.0,45.0
ADAMTS12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ADAMTS13,16.0,5.0,8.0,11.0,14.0,12.0,7.0,1.0,3.0,3.0
ADAMTS14,1.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0
ADAMTS15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS16,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ADAMTS16-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS17,10.0,14.0,8.0,5.0,15.0,9.0,11.0,2.0,7.0,11.0
ADAMTS18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS19-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS2,1.0,3.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0
ADAMTS20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ADAMTS4,0.0,6.0,3.0,3.0,4.0,7.0,2.0,0.0,0.0,2.0
ADAMTS5,2.0,0.0,1.0,1.0,0.0,8.0,9.0,0.0,0.0,2.0
ADAMTS6,5.0,4.0,5.0,4.0,6.0,10.0,5.0,0.0,0.0,0.0
ADAMTS7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
ADAMTS7P1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS7P3,4.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
ADAMTS7P4,3.0,0.0,1.0,1.0,3.0,3.0,7.0,0.0,0.0,0.0
ADAMTS8,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
ADAMTS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS9-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS9-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTSL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTSL2,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
ADAMTSL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTSL4,258.0,111.0,159.0,139.0,263.0,618.0,665.0,406.0,75.0,384.0
ADAMTSL4-AS1,75.0,31.0,47.0,35.0,62.0,94.0,82.0,21.0,12.0,53.0
ADAMTSL4-AS2,16.0,11.0,17.0,5.0,18.0,30.0,31.0,7.0,2.0,10.0
ADAMTSL5,23.0,16.0,9.0,13.0,14.0,16.0,5.0,3.0,6.0,2.0
ADAP1,353.0,126.0,186.0,200.0,233.0,357.0,311.0,819.0,251.0,240.0
ADAP2,90.0,78.0,75.0,85.0,163.0,99.0,63.0,29.0,1.0,36.0
ADAR,2532.0,2539.0,957.0,2777.0,3993.0,6568.0,4802.0,1131.0,160.0,2588.0
ADARB1,161.0,85.0,108.0,127.0,188.0,211.0,142.0,20.0,12.0,107.0
ADARB2,0.0,21.0,17.0,2.0,15.0,88.0,0.0,0.0,6.0,18.0
ADARB2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAT1,112.0,89.0,69.0,108.0,136.0,195.0,152.0,6.0,2.0,59.0
ADAT2,33.0,34.0,29.0,34.0,39.0,82.0,21.0,2.0,1.0,13.0
ADAT3,13.0,9.0,14.0,23.0,17.0,30.0,26.0,31.0,7.0,24.0
ADCK1,27.0,10.0,16.0,9.0,29.0,43.0,33.0,36.0,12.0,13.0
ADCK2,158.0,97.0,123.0,83.0,157.0,154.0,184.0,295.0,166.0,131.0
ADCK5,97.0,34.0,46.0,32.0,72.0,102.0,42.0,58.0,64.0,38.0
ADCY1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ADCY10,0.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,9.0
ADCY10P1,32.0,24.0,18.0,26.0,33.0,144.0,39.0,1.0,1.0,13.0
ADCY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY3,64.0,66.0,32.0,86.0,108.0,107.0,98.0,137.0,31.0,85.0
ADCY4,41.0,19.0,15.0,31.0,57.0,57.0,35.0,12.0,7.0,11.0
ADCY5,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
ADCY6,2.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,7.0,4.0
ADCY6-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ADCY7,354.0,301.0,176.0,334.0,493.0,949.0,767.0,190.0,90.0,345.0
ADCY8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY9,71.0,73.0,61.0,95.0,115.0,229.0,132.0,49.0,24.0,207.0
ADCYAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCYAP1R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADD1,1398.0,1171.0,1230.0,1217.0,1575.0,3737.0,2754.0,966.0,473.0,1876.0
ADD2,60.0,24.0,39.0,20.0,36.0,69.0,52.0,2.0,8.0,33.0
ADD3,1171.0,1119.0,629.0,1292.0,1679.0,3174.0,1110.0,35.0,18.0,371.0
ADD3-AS1,4.0,25.0,0.0,13.0,9.0,3.0,2.0,3.0,2.0,2.0
ADGB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ADGB-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRA1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRA2,19.0,11.0,3.0,46.0,58.0,82.0,78.0,62.0,12.0,27.0
ADGRA3,5.0,0.0,3.0,0.0,10.0,17.0,7.0,0.0,0.0,0.0
ADGRA3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRB1,16.0,6.0,14.0,8.0,32.0,6.0,9.0,3.0,4.0,5.0
ADGRB2,11.0,10.0,14.0,19.0,20.0,24.0,12.0,18.0,16.0,28.0
ADGRB3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
ADGRB3-DT,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
ADGRD1,2.0,8.0,7.0,6.0,17.0,16.0,7.0,0.0,0.0,6.0
ADGRD1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE1,383.0,361.0,156.0,328.0,326.0,447.0,309.0,151.0,13.0,127.0
ADGRE2,626.0,639.0,297.0,401.0,448.0,2340.0,2838.0,286.0,142.0,631.0
ADGRE3,274.0,230.0,282.0,82.0,165.0,1952.0,1115.0,223.0,87.0,499.0
ADGRE4P,22.0,4.0,19.0,4.0,69.0,15.0,19.0,0.0,0.0,19.0
ADGRE5,9547.0,3794.0,4389.0,5876.0,6838.0,13799.0,14844.0,12985.0,3546.0,6148.0
ADGRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF3,4.0,1.0,2.0,1.0,7.0,9.0,7.0,0.0,2.0,3.0
ADGRF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF5P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF5P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRG1,254.0,225.0,309.0,196.0,435.0,1327.0,871.0,721.0,343.0,1091.0
ADGRG2,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
ADGRG3,4035.0,2985.0,1412.0,1426.0,713.0,4203.0,4086.0,7863.0,2383.0,1922.0
ADGRG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRG5,104.0,38.0,121.0,40.0,144.0,289.0,178.0,112.0,74.0,189.0
ADGRG6,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
ADGRG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL1,87.0,72.0,57.0,72.0,124.0,163.0,138.0,44.0,25.0,113.0
ADGRL1-AS1,24.0,17.0,16.0,16.0,26.0,53.0,35.0,20.0,9.0,14.0
ADGRL2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRV1,2.0,3.0,3.0,10.0,5.0,7.0,3.0,0.0,0.0,0.0
ADH1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ADH5,344.0,200.0,196.0,266.0,307.0,433.0,163.0,68.0,35.0,123.0
ADH5P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH5P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH5P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH5P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH6,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
ADH7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADHFE1,9.0,10.0,13.0,10.0,10.0,9.0,5.0,0.0,0.0,1.0
ADI1,128.0,59.0,45.0,54.0,58.0,128.0,46.0,50.0,51.0,32.0
ADI1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADI1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADI1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOQ-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOR1,4925.0,11008.0,8718.0,5838.0,4005.0,6021.0,8114.0,7994.0,5814.0,10453.0
ADIPOR1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOR1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOR2,311.0,360.0,151.0,359.0,417.0,833.0,427.0,68.0,20.0,210.0
ADIRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIRF-AS1,31.0,18.0,17.0,18.0,23.0,22.0,8.0,0.0,3.0,8.0
ADISSP,310.0,191.0,289.0,219.0,412.0,494.0,463.0,739.0,582.0,280.0
ADK,206.0,144.0,162.0,198.0,245.0,208.0,87.0,8.0,7.0,37.0
ADM,1710.0,1358.0,1154.0,998.0,791.0,2933.0,1118.0,1828.0,507.0,404.0
ADM-DT,3.0,1.0,9.0,0.0,4.0,16.0,2.0,4.0,0.0,0.0
ADM2,1.0,2.0,18.0,13.0,8.0,15.0,22.0,8.0,4.0,10.0
ADM5,7.0,5.0,1.0,8.0,8.0,9.0,6.0,2.0,0.0,1.0
ADNP,356.0,315.0,212.0,468.0,470.0,723.0,474.0,27.0,7.0,187.0
ADNP-AS1,7.0,21.0,7.0,9.0,4.0,23.0,10.0,2.0,3.0,3.0
ADNP2,483.0,391.0,256.0,594.0,651.0,395.0,200.0,14.0,5.0,97.0
ADO,134.0,89.0,61.0,113.0,157.0,149.0,77.0,36.0,12.0,42.0
ADORA1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
ADORA2A,104.0,57.0,107.0,86.0,56.0,6.0,11.0,1.0,5.0,8.0
ADORA2A-AS1,182.0,172.0,128.0,228.0,130.0,29.0,30.0,13.0,14.0,31.0
ADORA2B,9.0,6.0,14.0,14.0,12.0,26.0,17.0,7.0,7.0,5.0
ADORA2BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADORA3,1.0,1.0,3.0,5.0,14.0,2.0,1.0,0.0,0.0,2.0
ADPGK,1101.0,629.0,545.0,1068.0,933.0,1558.0,594.0,261.0,93.0,255.0
ADPGK-AS1,11.0,11.0,10.0,2.0,10.0,6.0,5.0,0.0,0.0,0.0
ADPRH,63.0,24.0,38.0,52.0,77.0,110.0,66.0,56.0,4.0,25.0
ADPRHL1,3.0,3.0,4.0,11.0,2.0,12.0,4.0,2.0,2.0,0.0
ADPRM,270.0,135.0,83.0,212.0,210.0,163.0,22.0,12.0,5.0,24.0
ADPRS,262.0,138.0,108.0,180.0,198.0,287.0,143.0,197.0,109.0,83.0
ADRA1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA2A,3.0,1.0,2.0,5.0,0.0,2.0,11.0,6.0,1.0,6.0
ADRA2B,2.0,1.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
ADRA2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRB1,4.0,0.0,7.0,18.0,7.0,4.0,6.0,0.0,0.0,3.0
ADRB2,60.0,33.0,31.0,26.0,73.0,126.0,36.0,33.0,26.0,70.0
ADRB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRM1,621.0,296.0,310.0,442.0,480.0,527.0,501.0,810.0,513.0,316.0
ADSL,12.0,10.0,9.0,13.0,13.0,23.0,19.0,3.0,0.0,12.0
ADSS1,24.0,11.0,6.0,18.0,13.0,12.0,10.0,19.0,4.0,14.0
ADSS2,183.0,179.0,177.0,250.0,277.0,444.0,223.0,16.0,4.0,54.0
ADTRP,17.0,5.0,6.0,16.0,6.0,22.0,6.0,2.0,0.0,0.0
AEBP1,46.0,9.0,26.0,20.0,39.0,69.0,65.0,13.0,22.0,33.0
AEBP2,827.0,547.0,370.0,670.0,492.0,407.0,143.0,21.0,11.0,57.0
AEN,456.0,247.0,190.0,374.0,437.0,298.0,176.0,128.0,111.0,113.0
AFAP1,25.0,20.0,1.0,23.0,19.0,17.0,19.0,0.0,2.0,12.0
