Gene,HC1,HC2,HC3,HC4,HC5,T2DM1,T2DM2,T2DM3,T2DM4,T2DM5
AC004383.5,0.15,0.06,0.0,0.05,0.0,0.06,0.41,0.0,0.0,0.0
AC004386.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004448.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004448.5,0.04,0.0,0.03,0.0,0.09,0.12,0.0,0.1,0.04,0.0
AC004449.6,0.11,0.0,0.25,0.0,0.0,0.0,0.0,0.35,0.0,0.13
AC004453.8,0.13,0.0,0.15,0.0,0.28,0.15,0.0,0.0,0.0,0.15
AC004461.4,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0
AC004463.6,0.55,2.02,2.36,1.0,3.43,3.42,2.46,1.55,1.76,2.04
AC004471.10,0.56,0.16,0.15,0.12,0.24,0.22,0.24,0.2,0.34,0.41
AC004471.9,0.88,1.3,1.23,1.46,1.51,2.08,1.81,0.88,0.65,1.24
AC004490.1,0.04,0.1,0.08,0.08,0.07,0.13,0.12,0.16,0.36,0.18
AC004510.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004538.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004538.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02
AC004540.4,0.06,0.07,0.07,0.0,0.0,0.3,0.29,0.44,0.34,0.1
AC004540.5,0.29,0.15,0.34,0.53,0.71,0.58,0.96,0.32,0.77,0.14
AC004549.6,0.41,0.12,0.03,0.25,0.2,1.81,0.85,1.81,0.28,0.58
AC004593.3,0.21,0.05,0.15,0.05,0.0,0.0,0.15,0.19,0.28,0.26
AC004603.4,0.81,0.03,0.0,0.0,0.08,0.02,0.02,0.03,0.0,0.0
AC004617.2,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0
AC004623.3,0.0,0.08,0.09,0.06,0.12,0.22,0.2,0.0,0.21,0.25
AC004637.1,0.09,0.31,0.0,0.0,0.0,0.0,0.1,0.1,0.39,0.0
AC004696.2,1.05,0.66,3.52,1.36,1.53,1.67,2.01,2.34,1.53,1.1
AC004702.2,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
AC004741.3,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.14
AC004754.3,0.0,0.05,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
AC004775.5,0.28,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.05,0.0
AC004782.1,0.27,0.0,0.16,0.3,0.62,1.14,1.52,0.57,0.14,0.99
AC004791.2,0.59,2.03,0.5,1.44,0.33,3.2,1.52,1.47,2.28,0.0
AC004797.1,0.0,0.0,0.0,0.48,0.0,1.4,0.0,0.55,1.49,0.0
AC004837.3,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.08,0.0,0.0
AC004837.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
AC004837.5,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.06
AC004840.8,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
AC004854.4,1.18,1.36,0.69,0.0,0.0,0.35,0.0,0.28,0.0,0.69
AC004854.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004870.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
AC004878.2,1.56,0.8,0.76,0.24,0.55,0.85,0.58,0.79,1.31,1.38
AC004878.8,0.0,0.69,0.0,0.0,0.0,0.7,0.3,0.0,0.0,2.08
AC004893.10,0.06,0.31,0.27,0.23,0.24,0.25,0.05,0.02,0.02,0.19
AC004895.4,0.0,0.0,0.09,0.0,0.0,0.19,0.09,0.26,0.0,0.0
AC004906.3,0.04,0.5,0.51,0.23,0.67,0.39,0.25,0.09,0.48,0.84
AC004921.2,0.32,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
AC004941.3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
AC004945.2,0.4,3.09,5.73,4.18,1.44,0.36,0.75,4.23,1.83,0.13
AC004951.5,1.28,1.86,1.44,1.3,1.66,1.88,1.2,2.12,2.4,2.18
AC004951.6,5.58,7.4,15.11,4.64,12.44,12.25,4.42,6.07,11.51,14.44
AC004967.7,0.0,0.0,0.12,1.36,0.0,0.12,0.0,0.22,0.11,0.25
AC004980.10,0.09,0.4,0.79,0.48,0.39,0.32,0.5,0.1,0.0,0.85
AC004980.7,3.18,4.16,2.96,2.17,3.18,7.17,4.64,5.61,3.32,4.79
AC004980.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004980.9,0.0,0.0,0.0,0.17,0.18,0.48,0.3,0.17,0.38,0.61
AC004985.12,0.0,0.11,0.48,0.33,0.37,0.44,0.44,0.2,0.55,0.66
AC004985.13,2.2,4.39,4.6,2.83,5.6,4.75,3.53,3.72,4.66,5.59
AC004987.7,0.38,0.74,1.45,0.97,1.64,2.05,2.04,0.97,1.81,2.64
AC004987.8,0.05,0.13,0.1,0.07,0.16,0.21,0.08,0.03,0.1,0.28
AC004987.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004988.1,0.13,0.1,0.06,0.04,0.09,0.08,0.12,0.11,0.11,0.0
AC005007.3,0.0,0.21,0.43,0.2,0.0,0.0,0.21,0.0,0.2,0.11
AC005008.3,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
AC005013.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005014.5,0.01,0.0,0.0,0.0,0.0,0.05,0.06,0.04,0.0,0.02
AC005017.1,0.08,0.03,0.02,0.01,0.02,0.04,0.02,0.02,0.02,0.13
AC005019.2,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.59,0.0
AC005027.4,0.13,0.06,0.06,0.23,0.12,0.32,0.56,0.3,0.17,0.11
AC005029.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005034.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.43
AC005037.1,0.1,0.0,0.0,0.03,0.0,0.56,0.0,0.03,0.05,0.06
AC005037.3,2.69,2.18,2.54,2.7,3.88,1.43,0.56,1.45,3.23,2.6
AC005037.4,0.09,0.0,0.2,0.0,0.1,1.22,0.49,0.18,0.0,0.1
AC005037.5,0.0,0.0,0.0,0.0,0.0,2.05,0.86,0.0,0.0,0.0
AC005037.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
AC005037.7,0.0,0.12,0.07,0.07,0.02,0.31,0.0,0.1,0.02,0.11
AC005037.8,0.17,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0
AC005041.10,0.21,0.48,1.21,0.23,0.72,0.99,1.33,0.21,0.65,0.74
AC005041.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005041.8,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.05,0.0,0.12
AC005041.9,0.16,0.09,0.0,0.0,0.18,0.16,0.09,0.34,0.0,0.39
AC005042.2,0.04,0.0,0.1,0.14,0.0,0.3,0.0,0.05,0.05,0.05
AC005042.4,0.08,0.01,0.07,0.02,0.06,0.25,0.2,0.24,0.05,0.34
AC005062.2,0.0,0.08,0.0,0.33,0.23,0.0,0.0,0.0,0.0,0.0
AC005062.3,0.0,0.0,5.03,0.0,1.89,2.7,0.0,0.0,0.0,0.84
AC005067.4,3.37,0.95,0.42,0.4,0.47,0.62,0.56,0.87,0.97,1.23
AC005068.4,0.0,0.0,0.0,0.04,0.08,0.04,0.0,0.0,0.0,0.0
AC005076.5,0.55,0.95,0.97,1.42,1.09,1.76,1.87,0.6,2.47,1.06
AC005077.12,0.3,0.05,0.08,0.19,0.03,0.26,0.03,0.13,0.23,0.48
AC005077.14,0.0,0.01,0.0,0.04,0.0,0.02,0.0,0.01,0.02,0.02
AC005077.7,0.05,0.0,0.18,0.0,0.0,0.06,0.0,0.23,0.29,0.13
AC005077.8,0.75,0.0,0.17,0.0,0.0,0.52,0.0,1.06,0.62,0.0
AC005082.12,0.06,0.19,0.45,0.08,0.17,0.13,0.03,0.17,0.12,0.09
AC005083.1,0.0,0.3,0.11,0.22,0.0,0.0,0.28,0.58,0.0,0.06
AC005086.3,1.01,0.0,2.94,2.12,1.6,5.28,1.62,1.4,2.34,6.34
AC005102.1,0.19,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005104.3,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005150.1,0.06,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
AC005152.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0
AC005154.6,91.72,86.12,102.58,70.67,134.96,137.95,84.81,179.94,74.28,81.01
AC005154.7,0.48,0.94,0.64,0.27,0.72,1.02,0.41,0.37,0.4,1.0
AC005154.8,0.58,0.5,1.82,0.31,0.82,1.37,0.64,0.45,0.91,0.87
AC005162.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005174.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005176.2,0.02,0.0,0.03,0.0,0.02,0.09,0.04,0.04,0.04,0.04
AC005189.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0
AC005197.2,0.0,0.06,0.06,0.0,0.0,0.13,0.0,0.0,0.0,0.0
AC005220.3,0.26,0.04,0.0,0.04,0.04,0.18,0.18,0.04,0.0,0.07
AC005224.2,0.0,0.06,0.17,0.0,0.02,0.0,0.32,0.06,0.04,0.21
AC005235.1,0.02,0.01,0.01,0.06,0.0,0.06,0.11,0.17,0.06,0.04
AC005237.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005237.4,0.0,0.0,0.0,0.0,0.0,0.09,0.17,0.0,0.0,0.0
AC005253.2,3.86,5.2,2.04,1.36,2.15,5.9,5.53,4.62,2.59,3.67
AC005253.4,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0
AC005262.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005262.3,0.45,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005262.4,0.0,0.0,0.18,0.0,0.0,0.0,0.17,0.0,0.0,0.0
AC005264.2,1.39,1.9,0.57,0.95,0.7,0.65,0.43,0.52,1.29,1.22
AC005276.1,2.61,1.19,1.96,3.9,1.47,0.88,0.85,1.66,2.03,2.01
AC005281.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.0
AC005281.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005300.5,0.3,0.34,0.86,0.0,0.34,0.71,0.0,0.0,0.0,0.18
AC005301.5,6.95,31.01,44.32,29.02,46.04,10.93,5.71,45.29,15.55,15.17
AC005301.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005301.9,20.87,59.05,115.28,99.49,55.3,77.93,24.42,45.76,66.63,28.81
AC005304.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
AC005306.3,0.4,2.78,1.27,0.0,0.55,1.09,0.88,0.43,0.85,0.86
AC005307.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.02
AC005307.4,2.79,1.3,0.43,2.9,2.32,3.76,0.55,1.34,3.59,1.42
AC005307.5,1.14,0.79,0.39,1.24,1.07,1.07,0.62,0.36,1.07,0.47
AC005324.6,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.22
AC005324.8,0.0,0.0,0.0,0.0,0.43,0.0,0.09,0.0,0.0,0.12
AC005326.2,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
AC005329.7,0.05,0.0,0.23,0.12,0.03,0.16,0.18,0.06,0.08,0.15
AC005330.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
AC005332.1,1.24,3.1,2.26,3.38,1.93,1.79,1.39,1.36,1.57,1.26
AC005336.4,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
AC005336.5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.0
AC005339.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005351.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
AC005355.1,0.05,0.0,0.06,0.0,0.34,0.0,0.0,0.0,0.05,0.0
AC005355.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005355.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29,0.11
AC005356.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005363.11,3.69,3.22,2.69,2.54,0.54,2.16,1.8,2.56,2.3,2.64
AC005363.9,1.81,3.88,5.09,1.94,3.87,5.35,3.22,4.22,0.98,5.84
AC005387.2,1.08,0.37,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.39
AC005387.3,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.34,0.18,0.2
AC005391.2,0.59,0.0,0.0,0.65,0.0,1.41,0.0,0.0,1.02,0.0
AC005392.13,0.52,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005481.5,0.0,0.02,0.04,0.01,0.06,0.01,0.05,0.01,0.01,0.03
AC005487.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005488.11,0.0,0.16,0.22,0.0,0.49,0.11,0.22,0.21,0.26,0.12
AC005488.12,0.0,0.07,0.43,0.0,0.15,0.0,0.12,0.27,0.2,0.48
AC005488.13,0.12,0.13,0.14,0.05,0.24,0.17,0.05,0.05,0.2,0.24
AC005498.3,0.04,0.05,0.28,0.26,0.0,0.21,0.05,0.34,0.05,0.16
AC005514.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
AC005517.3,0.0,0.61,0.2,0.1,0.1,0.21,0.21,0.19,0.19,0.11
AC005519.4,0.15,0.52,0.69,0.32,0.8,0.76,0.47,0.62,0.61,0.5
AC005522.6,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0
AC005522.7,0.49,0.12,0.23,0.0,0.0,0.36,0.46,0.0,0.16,0.99
AC005522.8,0.0,0.49,0.71,0.0,0.0,1.07,0.21,0.0,0.0,0.0
AC005523.2,11.32,12.0,13.63,9.94,17.41,13.95,15.3,11.96,16.65,13.1
AC005523.3,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.5,0.0,0.0
AC005532.5,0.29,0.07,0.0,0.0,0.07,0.0,0.37,0.1,0.07,0.0
AC005534.6,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
AC005534.8,0.0,0.16,0.05,0.05,0.0,0.0,0.17,0.0,0.0,0.18
AC005537.2,0.04,0.1,0.0,0.14,0.0,0.1,0.0,0.0,0.09,0.14
AC005538.2,0.26,0.41,0.59,0.19,1.39,0.12,0.28,0.27,0.41,0.84
AC005538.3,0.0,0.06,0.2,0.07,0.4,0.0,0.12,0.14,0.0,0.06
AC005539.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
AC005540.3,0.9,1.17,0.63,2.79,1.06,6.53,2.89,4.34,0.57,1.92
AC005546.2,0.68,0.15,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.49
AC005550.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005562.1,1.87,2.4,3.83,3.51,2.6,2.82,3.76,1.89,2.67,2.8
AC005578.3,1.25,1.96,1.73,0.64,2.09,1.33,1.87,1.67,1.33,0.93
AC005588.2,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,2.46,0.0
AC005592.1,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0
AC005592.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005593.2,5.25,2.23,0.19,0.53,0.18,8.67,6.33,8.04,1.93,4.31
AC005594.3,0.27,0.52,0.66,0.71,0.58,0.54,0.43,0.43,0.49,0.71
AC005606.14,0.32,0.56,0.0,0.0,0.0,1.6,0.0,0.07,0.51,0.0
AC005614.3,0.73,1.17,1.24,0.56,1.06,1.32,0.63,0.64,0.73,1.3
AC005614.5,0.97,0.0,0.0,0.0,0.0,0.26,0.73,0.0,1.01,0.0
AC005616.1,0.05,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
AC005616.2,0.75,0.43,0.59,0.6,0.72,1.27,0.9,1.44,1.21,1.53
AC005618.6,0.01,0.0,0.01,0.0,0.01,0.21,0.02,0.08,0.02,0.1
AC005618.8,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005618.9,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
AC005624.2,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.18
AC005625.1,0.0,0.0,0.0,0.0,0.0,0.34,0.22,0.1,0.0,0.0
AC005626.3,2.73,0.45,0.0,0.86,0.0,0.0,0.39,0.73,0.78,0.0
AC005682.5,0.51,0.82,0.59,0.58,0.82,0.4,0.79,0.51,0.71,0.72
AC005682.6,0.06,0.18,0.18,0.24,0.2,0.21,0.32,0.23,0.07,0.08
AC005682.7,0.0,0.0,0.2,0.19,0.0,0.21,0.0,0.0,0.0,0.21
AC005730.2,0.18,0.0,0.0,0.19,0.4,0.0,0.77,0.0,0.0,0.0
AC005740.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005740.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005740.6,0.17,0.57,0.84,0.4,0.6,0.72,0.53,0.26,0.59,0.84
AC005753.1,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0
AC005754.8,0.03,0.02,0.0,0.0,0.0,0.02,0.0,0.05,0.06,0.07
AC005757.6,0.1,0.0,0.0,0.1,0.0,0.11,0.11,0.61,0.08,0.12
AC005775.2,0.99,1.17,0.42,0.99,0.2,1.34,1.29,0.91,1.36,1.68
AC005776.1,11.87,9.39,2.51,3.83,3.11,2.55,2.79,6.06,12.95,4.43
AC005779.2,0.0,0.0,0.25,0.0,0.17,0.26,0.26,0.64,0.32,0.09
AC005780.1,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005785.2,0.19,0.5,0.32,0.59,0.56,0.6,0.74,0.84,0.53,0.85
AC005785.5,0.0,0.07,0.0,0.19,0.0,0.21,0.0,0.07,0.13,0.15
AC005786.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0
AC005786.5,0.0,0.0,0.0,0.0,0.0,0.18,0.33,0.0,0.48,0.55
AC005786.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
AC005786.7,3.38,10.13,5.96,7.27,6.85,7.23,6.34,6.2,14.43,8.38
AC005787.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005794.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005795.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
AC005795.2,0.26,0.5,0.38,0.04,0.41,0.48,0.57,0.33,0.28,0.46
AC005796.2,0.0,0.13,0.38,0.72,0.25,0.0,0.0,0.47,0.24,0.0
AC005808.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0
AC005820.2,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005820.3,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005822.1,0.03,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
AC005863.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
AC005884.1,0.0,0.0,0.15,0.0,0.26,0.16,0.16,0.0,0.0,0.16
AC005915.1,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.02,0.0,0.02
AC005921.2,0.42,0.3,0.33,0.49,0.31,0.28,0.25,0.39,0.12,0.47
AC005922.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005932.1,0.31,0.38,0.26,0.58,0.16,0.2,0.12,0.28,0.09,0.13
AC005943.2,9.66,14.45,20.34,17.99,25.85,12.32,14.45,6.98,12.44,12.08
AC005943.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83
AC005944.2,0.0,0.0,5.82,0.0,9.91,4.02,0.0,0.0,0.0,0.0
AC005954.3,0.0,0.21,0.22,0.0,0.21,0.0,0.4,0.19,0.0,0.0
AC005954.4,1.76,1.76,0.82,0.89,0.8,4.46,1.28,2.97,1.59,2.8
AC005955.5,0.19,0.0,0.0,0.21,0.0,0.23,0.0,0.39,0.0,0.23
AC006004.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
AC006011.4,6.98,25.05,23.04,13.76,28.66,14.86,9.99,15.27,17.39,15.55
AC006014.6,3.54,6.89,11.98,5.83,8.72,7.65,6.91,9.31,9.01,8.71
AC006014.7,1.97,2.45,1.12,0.67,1.87,2.61,1.28,1.96,1.1,2.64
AC006014.8,1.18,1.03,1.7,0.96,1.71,0.85,1.78,1.87,1.84,1.45
AC006019.3,0.03,0.1,0.13,0.01,0.11,0.08,0.04,0.06,0.07,0.17
AC006019.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006024.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006026.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006026.11,0.28,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
AC006028.11,0.13,0.29,0.44,0.42,0.0,0.0,0.0,0.4,0.0,0.0
AC006030.1,0.05,0.03,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.03
AC006032.1,0.0,17.53,0.0,0.07,17.19,40.15,0.0,0.0,0.0,13.64
AC006033.22,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.12,0.24,0.14
AC006039.4,0.03,0.0,0.02,0.01,0.0,0.0,0.0,0.02,0.07,0.03
AC006039.5,0.06,0.19,0.13,0.06,0.0,0.59,0.26,0.24,0.0,0.41
AC006040.7,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006042.6,0.0,0.0,0.18,0.0,0.0,0.0,0.09,0.17,0.0,0.0
AC006042.7,0.0,0.0,0.0,0.08,0.08,0.0,0.33,0.3,0.0,0.09
AC006042.8,0.06,0.07,0.07,0.07,0.0,0.17,0.02,0.07,0.15,0.22
AC006077.3,1.21,2.18,2.76,4.57,4.2,2.63,2.86,1.5,3.75,2.57
AC006077.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.19,0.21
AC006115.7,0.04,0.01,0.03,0.0,0.0,0.03,0.03,0.01,0.0,0.02
AC006116.13,0.07,0.0,0.04,0.0,0.0,0.08,0.0,0.04,0.04,0.08
AC006116.15,0.06,0.1,0.29,0.18,0.16,0.03,0.14,0.33,0.16,0.04
AC006116.17,1.26,1.02,0.29,0.02,0.08,0.25,0.09,0.23,0.26,0.22
AC006116.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
AC006116.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006116.22,0.18,0.29,0.19,0.14,0.17,0.08,0.16,0.37,0.24,0.16
AC006116.24,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0
AC006116.25,0.04,0.59,0.74,0.41,0.53,0.52,0.53,1.2,0.82,0.91
AC006116.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.31,0.0
AC006116.27,1.56,0.59,1.45,3.29,0.3,2.05,1.4,2.41,3.34,2.05
AC006126.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0
AC006128.2,2.94,3.05,2.62,3.62,4.31,5.28,3.26,2.52,3.26,4.8
AC006129.1,0.08,0.26,0.08,0.07,0.08,0.23,0.36,1.07,0.07,0.21
AC006129.2,0.97,3.57,8.4,5.2,5.03,6.79,5.36,12.44,4.85,6.33
AC006129.3,0.05,0.17,1.32,0.38,0.91,0.84,0.6,0.39,0.33,0.75
AC006129.4,0.81,0.95,1.42,6.18,1.27,1.88,5.15,4.37,1.93,2.44
AC006130.3,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
AC006132.1,0.36,0.0,0.49,2.08,0.36,2.52,0.14,1.02,1.23,1.52
AC006145.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
AC006157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
AC006157.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11
AC006160.5,3.55,2.05,0.74,1.72,1.05,2.55,2.77,4.8,2.59,1.9
AC006195.2,0.14,0.08,0.04,0.04,0.08,0.0,0.0,0.04,0.04,0.04
AC006196.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
AC006230.3,0.0,0.0,0.13,0.04,0.13,0.0,0.0,0.0,0.0,0.0
AC006262.5,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006262.6,0.0,0.07,0.0,0.01,0.0,0.03,0.04,0.0,0.03,0.0
AC006273.4,0.47,0.26,0.41,0.34,0.43,0.83,0.14,0.63,0.48,0.63
AC006273.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
AC006277.2,0.0,0.15,0.15,0.14,0.25,0.05,0.05,0.1,0.1,0.0
AC006277.3,0.45,0.85,0.59,0.55,0.79,1.73,1.49,2.39,0.98,0.94
AC006296.3,0.05,0.0,0.02,0.1,0.04,0.04,0.0,0.02,0.04,0.02
AC006328.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
AC006328.7,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006369.2,0.0,0.08,0.34,0.0,0.0,0.0,0.27,0.64,0.08,0.28
AC006372.4,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.02,0.01,0.0
AC006372.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0
AC006372.6,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006374.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006378.2,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0
AC006390.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006427.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
